,matricola,nome,cognome,qualifica,dipartimento,data_assunzione,data_di_nascita,classe_laurea,data_laurea,classe_dottorato,data_dottorato
12,281573,Luchino,Parini,Knowledge of social media platforms and marketing techniques, Inventory Management,2021-10-02 16:46:36,1998-11-18 13:59:46,Bachelor of Social Work (BSW),2022-11-05 11:47:33,,
13,441206,Micheletto,Lancisi,Knowledge of regulatory compliance and reporting, Learning and Development,2023-02-15 22:32:57,1995-12-23 22:44:29,Certificate in Web Development,2021-01-01 16:08:13,,
14,861862,Matilda,Zaccagnini,Knowledge of market trends and competitive analysis, Learning and Development,2016-07-13 18:10:15,1998-04-05 19:18:55,Master of Science (MS),2021-10-10 00:13:16,Business Administration,2026-03-29 19:18:55.953100
15,497696,Leopoldo,Ceci,Master's degree or higher, Sales,2017-06-08 14:58:19,2002-05-11 14:30:57,Associate of Nursing (AN),2023-03-16 11:03:54,,
16,715231,Martino,Manzoni,Knowledge of market trends and competitive analysis, Compensation and Benefits,2019-09-24 00:11:46,1998-06-21 02:04:30,,,,
17,811557,Michelotto,Bonino,Ability to work independently, Quality Assurance,2021-02-01 14:29:40,1997-01-28 18:56:23,Associate of Arts (AA),2022-07-13 08:45:00,,
18,316638,Arsenio,Luxardo,Proficient in Microsoft Office Suite, Learning and Development,2017-10-26 21:30:25,1998-08-17 12:16:40,,,,
19,249799,Bianca,Parmitano,Strong understanding of data governance and data quality management, Content Creation,2020-05-17 17:45:04,2000-09-04 20:38:12,Certificate in Automotive Technology,2022-04-12 01:51:22,,
20,442206,Marco,Gozzi,Experience with content management systems (CMS), Learning and Development,2023-02-09 12:45:17,1993-10-06 08:14:10,Master of Social Work (MSW),2021-11-08 05:04:02,,
21,221830,Uberto,Broschi,"Technical expertise in a specific area (e.g., programming languages, engineering software)", Inventory Management,2019-02-24 15:03:52,1995-10-26 16:30:03,Master of Engineering (ME),2016-04-28 19:32:27,,
22,451669,Giulio,Piccio,Knowledge of industry-specific software or tools, Training and Education,2017-07-18 02:43:21,1998-07-29 02:08:04,Associate of Fine Arts (AFA),2020-12-13 04:36:53,,
23,600536,Flavio,Polani,Ability to identify and mitigate risks, Procurement,2017-09-01 20:26:44,2001-10-30 21:13:12,Associate of Applied Science (AAS),2022-11-09 22:10:07,,
24,177731,Giacomo,Zanichelli,Experience with customer relationship management (CRM) systems, Sales Operations,2022-02-24 14:45:43,2001-03-20 08:54:56,,,,
25,155341,Elvira,Rapisardi,Ability to manage product launches and releases, Quality Assurance,2017-02-15 07:18:48,2000-08-01 15:10:31,Doctor of Pharmacy (PharmD),2023-05-12 01:36:36,,
26,451187,Ida,Manzoni,Ability to conduct market research and analysis, Sales,2021-04-21 17:02:18,1998-02-26 10:49:17,Bachelor of Engineering (BE),2019-07-06 11:46:53,,
27,725853,Sergius,Monduzzi,Knowledge of talent acquisition and recruitment strategies, Cybersecurity,2023-01-16 13:28:45,1999-02-22 15:24:33,Master of Fine Arts (MFA),2019-08-03 11:51:39,,
28,447166,Baldassare,Leone,Ability to conduct market forecasting and trend analysis, Customer Service,2017-07-21 06:42:30,1996-03-15 21:16:21,Certificate in Automotive Technology,2019-01-03 04:45:35,Anthropology,2024-03-08 21:16:21.850578
29,976544,Eleanora,Favata,Ability to develop and implement training programs, Supply Chain,2018-08-20 14:14:26,1997-09-26 10:30:13,,,,
30,299791,Marina,Ughi,Knowledge of financial modeling and forecasting techniques, Cybersecurity,2018-07-21 04:42:51,1999-12-26 00:13:23,Certificate in Culinary Arts,2020-04-09 05:37:55,Philosophy,2027-12-19 00:13:23.350099
31,652055,Milo,Comisso,"Strong understanding of IT service management frameworks (e.g., ITIL)", Mobile App Development,2020-01-08 00:23:05,1996-01-02 05:03:36,Bachelor of Computer Science (BCS),2020-12-06 16:50:17,,
32,222300,Telemaco,Trevisan,Experience with budget management, Quality Assurance,2015-12-21 18:47:58,2002-12-25 18:20:02,,,,
33,197480,Simonetta,Pisacane,Strong understanding of inventory management principles, Risk Management,2015-05-19 05:10:26,1998-11-12 22:42:35,Certificate in Human Resources Management,2021-10-28 08:19:21,,
34,232170,Patrizia,Prada,Ability to conduct market segmentation and targeting, Cybersecurity,2016-12-27 03:28:46,1994-12-07 04:13:07,,,,
35,999199,Ludovico,Lattuada,Ability to develop and implement diversity and inclusion initiatives, Business Analytics,2015-10-27 17:04:44,1998-01-07 21:01:53,,,,
36,393483,Bianca,Giannini,Knowledge of human resources policies and procedures, Cybersecurity,2016-10-06 21:56:49,1994-05-02 12:35:19,Diploma in Early Childhood Education,2022-05-22 15:18:04,Public Health,2022-05-20 10:39:24.000000
37,337778,Pierangelo,Cerutti,Strong understanding of data visualization techniques, Marketing,2018-10-27 09:13:53,1993-09-11 19:04:48,,,,
38,761629,Antonietta,Treccani,Knowledge of marketing strategies and techniques, Training and Education,2020-08-13 21:11:56,1994-07-02 11:06:48,,,,
39,290371,Temistocle,Borrani,Knowledge of financial modeling and forecasting techniques, Inventory Management,2023-06-24 01:05:42,1993-12-02 12:12:51,,,,
40,660180,Cristina,Miniati,Ability to manage and resolve conflicts, Training and Education,2022-10-17 07:13:49,2000-03-01 08:27:49,Bachelor of Education (BEd),2021-10-25 10:05:37,,
41,189888,Danilo,Babato,Knowledge of supply chain management principles, Quality Assurance,2018-01-22 07:00:12,2000-07-28 22:57:49,Diploma in Early Childhood Education,2022-10-13 03:40:41,,
42,316101,Mariana,Anastasi,Strong data analysis and interpretation skills, Sales,2023-01-10 10:41:55,2002-12-21 00:17:57,,,,
43,745841,Gloria,Foa,Experience with content management systems (CMS), Training and Education,2018-12-27 01:19:37,1994-10-07 10:30:16,Master of Social Work (MSW),2017-11-05 01:40:09,,
44,569377,Lisa,Rienzo,Knowledge of software development methodologies, Training and Education,2021-12-16 06:04:27,1996-09-25 05:00:48,,,,
45,707793,Rosina,Cammarata,Problem-solving and troubleshooting skills, Cybersecurity,2018-12-20 07:17:41,1995-01-14 08:17:29,,,,
46,421106,Giulio,Modigliani,Experience with product lifecycle management, Training and Education,2019-08-04 12:19:33,1998-07-15 22:00:08,,,,
47,162109,Toni,Fallaci,Ability to develop and implement strategic plans, Business Analytics,2015-03-27 16:27:56,1997-11-19 19:57:32,,,,
48,329975,Annunziata,Pastine,Strong understanding of digital marketing strategies, Training and Education,2018-08-17 08:34:23,2001-11-11 02:33:53,Doctor of Medicine (MD),2021-11-15 04:24:03,,
49,985970,Paulina,Sagese,Problem-solving and troubleshooting skills, Training and Education,2019-01-10 21:27:47,1995-02-26 21:57:18,,,,
50,394644,Cassandra,Novaro,Experience with data privacy and security measures, Business Analytics,2023-07-20 12:29:51,2001-07-15 21:30:44,,,,
51,194487,Ludovico,Lerner,Strong understanding of IT security and risk management, Business Analytics,2020-03-17 16:49:33,2002-10-12 20:01:45,Doctor of Pharmacy (PharmD),2023-01-31 22:42:11,,
52,991834,Valentina,Ludovisi,Excellent problem-solving abilities, Sales,2022-11-13 10:08:21,1996-01-14 12:53:18,Diploma in Business Administration,2016-07-21 14:06:53,Environmental Science,2024-01-07 12:53:18.219994
53,361761,Monica,Scarfoglio,Knowledge of financial principles and practices, IT,2023-01-10 23:05:49,1995-02-08 06:07:18,Certificate in Automotive Technology,2019-06-19 19:55:06,,
54,836477,Sergius,Baggio,Ability to conduct competitive intelligence and analysis, Sales,2018-03-10 21:49:39,1994-06-30 12:14:34,Master of Business Administration (MBA),2023-03-09 18:57:54,Mathematics,2022-08-27 07:16:54.000000
55,667516,Ranieri,Coppola,Ability to multitask and prioritize effectively, Cybersecurity,2016-06-11 17:07:50,2002-10-15 09:29:21,,,,
56,252217,Raffaele,Pugliese,Strong understanding of IT security and risk management, Cybersecurity,2018-01-25 13:46:53,1998-02-26 18:59:59,,,,
57,289503,Cassandra,Pavarotti,Ability to develop and implement sustainability initiatives, Sales Operations,2019-07-24 05:09:03,1999-08-19 20:43:50,Associate of Education (AEd),2021-01-12 15:45:44,,
58,996108,Silvestro,Belletini,Knowledge of employee performance evaluation techniques, Inventory Management,2018-12-13 19:47:08,1997-03-29 17:49:49,,,,
59,324141,Luciano,Vanvitelli,Ability to develop and maintain vendor relationships, Marketing,2019-08-19 05:39:43,2001-09-19 21:34:35,Diploma in Hospitality Management,2022-07-27 09:17:14,Communication Studies,2029-09-12 21:34:35.604581
60,689046,Leonardo,Zanichelli,Experience with ERP systems and implementation, Training and Education,2018-03-02 10:26:02,1997-11-03 18:43:26,Bachelor of Science (BS),2023-06-01 05:12:38,Chemistry,2025-10-27 18:43:26.254951
61,592275,Letizia,Pratesi,Experience with customer experience (CX) design and optimization, Business Analytics,2020-12-19 15:18:13,1993-09-07 00:44:03,Master of Fine Arts (MFA),2018-08-29 11:23:55,,
62,727367,Fiamma,Farnese,Bachelor's degree in a relevant field, Sales,2017-02-27 12:08:41,1995-11-19 08:59:10,Bachelor of Arts (BA),2020-07-11 08:08:45,,
63,41865,Francesca,Canali,Strong understanding of software testing methodologies, Learning and Development,2016-02-03 14:30:07,1998-01-13 19:21:37,,,,
64,133808,Agostino,Curatoli,Excellent customer service skills, Sales Operations,2016-08-14 04:59:09,1995-02-07 19:01:24,,,,
65,627565,Serafina,Interiano,"Technical expertise in a specific area (e.g., programming languages, engineering software)", Marketing,2021-07-22 13:31:45,1995-05-12 15:13:37,,,,
66,39374,Achille,Lucchesi,Knowledge of marketing strategies and techniques, Cybersecurity,2019-10-21 06:10:03,2001-07-15 15:01:38,,,,
67,925287,Rocco,Paganini,Ability to work with cross-functional teams, Customer Service,2022-08-17 04:07:23,1994-07-15 00:03:03,,,,
68,960732,Giovanna,Mazzeo,Knowledge of IT infrastructure and networking, Cybersecurity,2016-12-30 17:02:34,1999-11-02 05:54:32,,,,
69,515641,Giorgia,Montesano,Strong understanding of inventory management principles, Learning and Development,2015-02-24 13:28:53,1996-06-16 23:52:17,Associate of Engineering (AE),2019-06-04 14:28:28,,
70,368739,Ruggero,Silvestri,Experience with ERP systems and implementation, Business Analytics,2016-07-08 10:20:43,2002-11-23 12:28:38,,,,
71,793841,Nicoletta,Gatto,Experience with content management systems (CMS), Training and Education,2018-08-04 10:35:21,1996-01-27 05:05:55,,,,
72,430144,Gabriella,Grossi,Ability to work with cross-functional teams, Learning and Development,2017-06-26 03:39:56,1997-09-22 07:13:11,Doctor of Philosophy (PhD),2018-07-06 08:05:02,Engineering,2025-09-15 07:13:11.841789
73,715240,Orlando,Caracciolo,Knowledge of social media platforms and marketing techniques, Marketing,2022-01-01 21:42:34,1993-10-24 04:06:56,Master of Education (MEd),2017-09-28 23:15:14,,
74,289921,Giuseppina,Desio,Attention to detail and accuracy, Cybersecurity,2016-11-26 06:03:32,1996-12-13 02:34:21,,,,
75,742770,Pierangelo,Duodo,Ability to develop and implement sustainability initiatives, Sales,2023-07-29 16:41:52,2002-11-25 05:07:32,Bachelor of Business Administration (BBA),2023-04-08 06:23:03,,
76,724886,Agnolo,Martinelli,Knowledge of human resources policies and procedures, Learning and Development,2015-05-10 13:33:16,2002-01-01 00:37:56,,,,
77,986567,Augusto,Cherubini,Strong understanding of change management principles, Risk Management,2015-07-02 18:30:30,1995-08-15 13:26:43,,,,
78,946024,Arnaldo,Borghese,Creative thinking and innovation, Customer Service,2018-05-20 17:18:06,1996-06-26 22:16:06,,,,
79,203702,Francesco,Lollobrigida,Knowledge of social media platforms and marketing techniques, Customer Service,2018-05-13 11:27:08,1997-03-18 12:36:10,Doctor of Philosophy (PhD),2021-02-02 12:05:40,,
80,412730,Elvira,Sismondi,Experience with process mapping and workflow analysis, Sales,2021-11-18 18:51:02,2002-08-19 18:38:44,,,,
81,537004,Renata,Abate,Experience with data privacy and security measures, Cybersecurity,2016-04-06 15:49:00,1995-07-02 12:00:55,,,,
82,561573,Gabriele,Sollima,Ability to conduct market forecasting and trend analysis, Training and Education,2018-01-19 09:57:28,2002-01-01 18:12:38,,,,
83,278543,Renata,Pasqua,Strong organizational and time management skills, Sales Operations,2016-05-20 13:29:14,1998-06-20 16:21:39,Bachelor of Social Work (BSW),2022-06-01 15:52:35,,
84,116904,Amadeo,Filogamo,Ability to conduct market segmentation and targeting, Inventory Management,2015-08-11 05:07:51,1997-03-23 23:13:22,Master of Education (MEd),2019-03-13 03:11:04,,
85,947845,Amleto,Rossetti,Ability to develop and maintain vendor relationships, Sales,2021-04-20 02:22:22,2001-03-24 06:31:59,Associate of Social Work (ASW),2022-07-15 04:54:58,,
86,557994,Giosuè,Versace,Ability to work independently, Cybersecurity,2015-04-02 14:24:52,2002-12-18 09:11:36,Certificate in Human Resources Management,2023-01-11 01:46:12,,
87,326614,Ennio,Pertini,Team player with strong collaboration abilities, Learning and Development,2022-08-21 20:53:21,2000-01-08 10:03:19,Master of Education (MEd),2022-03-12 12:58:20,,
88,468718,Loredana,Rossellini,Strong written and verbal communication skills, Sales,2015-10-03 06:38:13,1998-01-18 03:56:53,,,,
89,956484,Vittorio,Gianetti,Knowledge of organizational culture and employee engagement, Cybersecurity,2015-07-01 23:42:38,2000-08-26 17:07:29,,,,
90,257708,Amadeo,Lercari,Strong decision-making abilities, Sales,2023-05-04 09:34:48,1995-09-02 04:49:31,Associate of Fine Arts (AFA),2016-01-21 11:39:12,,
91,635754,Piergiorgio,Filangieri,Knowledge of IT infrastructure and networking, Inventory Management,2018-02-13 22:38:38,1996-08-27 23:45:11,,,,
92,757028,Toni,Ceci,Strong organizational and time management skills, Sales,2015-02-08 23:55:09,1994-05-13 02:56:35,Associate of Social Work (ASW),2023-06-16 14:55:00,,
93,843130,Giustino,Traetta,Experience with data modeling and database management, Business Analytics,2018-10-16 02:16:38,1998-08-12 14:11:17,,,,
94,255880,Luchino,Contarini,Knowledge of IT infrastructure and networking, Sales Operations,2017-02-04 09:51:42,1996-08-26 19:14:53,Bachelor of Business Administration (BBA),2021-01-22 16:00:16,,
95,652987,Ottone,Roero,Knowledge of regulatory requirements and compliance, Training and Education,2015-04-26 21:03:55,2002-09-21 14:40:19,Diploma in Electrical Engineering,2023-08-04 18:45:47,,
96,964943,Alessia,Fioravanti,Knowledge of IT infrastructure and networking, Customer Service,2015-06-21 06:26:28,2000-01-28 13:03:05,,,,
97,35787,Baldassare,Franzese,Adaptability and flexibility, Learning and Development,2021-03-12 08:16:50,1994-09-15 11:51:39,Diploma in Business Administration,2017-08-05 07:51:13,,
98,521480,Virgilio,Comisso,Experience with data privacy and security measures, Business Analytics,2015-03-06 11:06:15,1993-12-22 07:58:02,,,,
99,245809,Adele,Trentini,Experience with supply chain optimization and logistics, Learning and Development,2015-06-13 16:51:34,1999-09-22 06:39:31,Certificate in Accounting,2020-03-14 11:44:01,,
100,131646,Pomponio,Modugno,Ability to develop and implement sustainability initiatives, Cybersecurity,2020-12-03 15:21:55,1994-12-15 03:15:33,Associate of Engineering (AE),2015-10-12 20:23:52,,
101,693615,Matilda,Dandolo,Ability to manage cross-functional projects, Cybersecurity,2019-11-02 21:58:49,1998-10-05 04:57:58,,,,
102,973714,Geronimo,Endrizzi,Strong understanding of software testing methodologies, Corporate Communications,2019-02-19 19:06:07,1995-05-04 02:05:48,Diploma in Business Administration,2020-10-12 13:21:12,,
103,133317,Aurora,Baglioni,Knowledge of agile software development methodologies, Cybersecurity,2015-02-25 12:34:01,1993-12-26 10:58:04,,,,
104,314554,Riccardo,Traversa,Ability to develop and execute social media strategies, Training and Education,2017-09-29 21:19:33,1994-06-26 07:31:37,,,,
105,523967,Fausto,Tron,Ability to conduct market segmentation and targeting, Learning and Development,2018-01-26 02:45:06,2002-02-02 07:38:08,,,,
106,425414,Paride,Binaghi,Ability to manage and resolve conflicts, Inventory Management,2019-09-18 06:54:36,1999-10-04 21:39:33,,,,
107,823024,Alphons,Paruta,Ability to conduct competitive intelligence and analysis, Marketing,2016-06-16 08:16:39,1993-12-03 00:34:42,,,,
108,865152,Aria,Balbo,Ability to work under pressure, Quality Assurance,2020-09-05 18:15:19,2001-12-24 23:29:26,Associate of Science (AS),2022-03-25 07:48:08,,
109,842704,Vittoria,Quasimodo,Strong project coordination and scheduling skills, Cybersecurity,2019-04-28 00:58:14,1997-11-02 23:35:49,,,,
110,561152,Maurilio,Bettoni,Strong attention to quality and accuracy, Learning and Development,2017-12-25 12:50:36,2001-04-12 00:08:05,,,,
111,318034,Gianfrancesco,Mercadante,Proficient in Microsoft Office Suite, Learning and Development,2018-08-10 03:27:18,2002-06-21 23:29:43,Associate of Social Work (ASW),2022-10-25 22:06:34,,
112,777088,Enzo,Tamborini,Problem-solving and troubleshooting skills, Sales,2021-07-13 20:23:34,2002-12-23 20:25:55,,,,
113,569611,Filippa,Foletti,Strong understanding of organizational development principles, Cybersecurity,2019-12-31 02:04:37,1999-04-25 19:12:14,Certificate in Automotive Technology,2020-05-13 08:09:39,,
114,880750,Maria,Vanvitelli,Strong understanding of software testing methodologies, Marketing,2020-06-23 07:22:49,1997-09-22 19:26:47,,,,
115,456675,Delfino,Sommaruga,Excellent problem-solving abilities, Sales,2017-08-20 23:40:56,1996-06-20 02:12:52,Diploma in Fashion Design,2017-02-09 06:02:34,,
116,126061,Lauretta,Argurio,Ability to conduct market segmentation and targeting, Training and Education,2020-01-17 04:06:12,1998-08-02 03:35:58,,,,
117,15147,Sergius,Finzi,Strong understanding of inventory management principles, Business Analytics,2017-08-04 13:28:20,1996-06-04 08:02:46,,,,
118,882654,Ennio,Brambilla,Experience with customer relationship management (CRM) systems, Quality Assurance,2021-04-19 20:50:57,1997-01-13 09:49:20,,,,
119,73287,Ezio,Fo,Strong understanding of change control and configuration management, Customer Service,2018-10-10 02:59:18,1999-01-13 03:44:12,,,,
120,711640,Marco,Smirnoff,Experience with budget management, Cybersecurity,2017-05-28 22:25:46,1997-08-03 07:25:03,Associate of Social Work (ASW),2022-01-04 06:28:38,,
121,257800,Bianca,Tasso,Ability to conduct market forecasting and trend analysis, Cybersecurity,2016-04-19 03:28:24,1994-03-01 18:15:43,,,,
122,220998,Marisa,Mazzanti,Strong written and verbal communication skills, Marketing,2021-08-04 22:17:39,1997-11-03 17:16:07,Certificate in Web Development,2022-12-12 08:32:51,,
123,618924,Laureano,Vigliotti,Knowledge of agile software development methodologies, Quality Assurance,2017-11-15 15:41:50,1998-11-14 06:10:30,,,,
124,425102,Toni,Gaito,Experience with data privacy and security measures, Marketing,2019-06-02 16:06:40,1993-11-11 13:25:38,,,,
125,949436,Eliana,Lovato,Experience with process mapping and workflow analysis, Business Analytics,2020-09-16 17:44:21,2001-02-21 11:13:29,,,,
126,286437,Giorgio,Contarini,Creative thinking and innovation, Training and Education,2019-05-08 18:33:03,1995-07-31 10:57:01,,,,
127,384741,Valeria,Gentilini,Experience with budget management, Inventory Management,2016-11-19 20:36:06,1997-05-27 14:56:03,Doctor of Pharmacy (PharmD),2017-11-14 02:13:43,Computer Science,2025-05-20 14:56:03.275377
128,836157,Elmo,Dalla,Experience with quality assurance and control processes, Customer Service,2022-01-21 06:05:27,2002-09-28 00:08:34,,,,
129,638280,Ida,Brunello,Strong understanding of organizational development principles, Cybersecurity,2017-02-03 04:33:27,1994-07-15 06:35:41,,,,
130,465356,Alessio,Monicelli,Ability to multitask and prioritize effectively, Customer Service,2016-10-21 05:22:47,2001-10-13 01:10:48,Associate of Science (AS),2021-10-18 09:56:59,,
131,205652,Graziano,Finotto,Ability to interpret and analyze financial statements, Sales Operations,2023-01-19 05:36:16,1997-01-26 00:21:46,Bachelor of Arts (BA),2017-11-18 01:33:55,,
132,376592,Pierpaolo,Morucci,Knowledge of software development methodologies, Sales Operations,2019-02-16 03:16:14,1994-03-15 01:26:32,,,,
133,776258,Roman,Farinelli,Ability to develop and implement marketing campaigns, Business Analytics,2022-02-28 19:33:59,2002-01-25 19:50:16,,,,
134,394421,Carolina,Trevisan,Strong understanding of data visualization techniques, Sales Operations,2015-01-11 20:59:32,1994-02-27 19:34:13,Bachelor of Social Work (BSW),2022-05-09 04:14:31,,
135,268641,Corrado,Pezzali,Experience with supply chain optimization and logistics, Customer Service,2016-06-07 11:19:38,1993-11-08 10:59:50,,,,
136,859971,Cipriano,Missoni,Ability to conduct competitive intelligence and analysis, Supplier Relations,2017-04-06 18:17:45,1998-11-03 02:11:40,Associate of Engineering (AE),2022-05-28 18:02:31,,
137,457340,Flora,Pavone,Strong research and information-gathering skills, Business Analytics,2018-09-15 00:31:04,1995-06-06 17:26:52,,,,
138,653308,Leonardo,Lancisi,Leadership qualities, Cybersecurity,2015-03-14 18:18:34,1998-11-20 04:56:08,,,,
139,655977,Pomponio,Lussu,Ability to manage and resolve conflicts, Learning and Development,2018-04-18 18:02:00,1995-01-05 10:53:46,,,,
140,742685,Dante,Oliboni,Strong data analysis and interpretation skills, Sales,2015-04-27 00:17:33,1999-11-11 04:57:52,Bachelor of Computer Science (BCS),2022-11-11 17:12:47,Political Science,2027-11-04 04:57:52.236487
141,753382,Flavio,Vespucci,Ability to develop and implement training programs, Sales Operations,2020-02-18 00:15:52,1996-12-12 19:04:12,Associate of Fine Arts (AFA),2017-01-04 16:40:11,,
142,156643,Cesare,Duodo,Strong understanding of software testing methodologies, Cybersecurity,2018-02-22 15:48:48,1999-12-22 02:27:39,Doctor of Philosophy (PhD),2020-11-25 07:59:23,,
143,651316,Loredana,Cesarotti,Experience with e-commerce platforms and technologies, Learning and Development,2022-07-14 11:04:06,1999-11-27 22:03:30,,,,
144,810066,Giada,Sansoni,Ability to multitask and prioritize effectively, Learning and Development,2018-03-16 18:32:47,1995-09-13 08:16:13,,,,
145,441522,Luchino,Ferrara,Knowledge of regulatory compliance and reporting, Corporate Training,2017-09-11 00:31:25,1993-09-15 08:27:31,Associate of Computer Science (ACS),2019-01-10 23:00:43,Education,2023-04-30 09:41:36.000000
146,163785,Stefania,Anichini,Knowledge of industry-specific software or tools, Quality Assurance,2017-07-31 06:17:04,2000-08-25 13:05:29,Diploma in Early Childhood Education,2021-10-24 22:09:25,,
147,794267,Lucia,Juvara,Experience with ERP systems and implementation, Sales,2020-03-30 19:16:49,1994-08-06 14:08:08,,,,
148,336677,Nicola,Spanevello,Strong decision-making abilities, Inventory Management,2022-10-10 08:49:51,1999-09-21 15:02:44,,,,
149,409287,Rosina,Tasso,Ability to conduct market segmentation and targeting, Business Analytics,2015-04-08 10:12:06,1997-06-28 10:57:39,Master of Computer Science (MCS),2019-08-22 10:54:49,Physics,2025-06-21 10:57:39.555127
150,463921,Benito,Carducci,Strong data analysis and interpretation skills, Learning and Development,2015-12-12 12:15:50,1994-08-02 15:52:04,,,,
151,135383,Damiano,Peranda,Experience with risk assessment and management, Business Analytics,2015-03-14 17:20:16,2002-12-19 12:40:55,,,,
152,870188,Melina,Traversa,Strong understanding of software testing methodologies, Quality Assurance,2016-05-07 10:00:46,1999-07-08 20:09:32,,,,
153,420552,Sandro,Vattimo,Creative thinking and innovation, Inventory Management,2015-05-22 16:13:01,1999-03-12 20:39:56,,,,
154,909713,Silvia,Gilardoni,Ability to identify and mitigate risks, Learning and Development,2022-11-12 00:50:09,1995-12-29 12:58:01,,,,
155,817354,Renata,Littizzetto,Project management skills, Quality Assurance,2023-03-30 08:23:37,1995-10-31 10:20:03,Associate of Engineering (AE),2019-04-23 12:42:05,,
156,847346,Greco,Rapisardi,Proficient in Microsoft Office Suite, Quality Assurance,2016-04-09 18:48:28,2000-12-16 22:45:14,,,,
157,744001,Concetta,Marenzio,Experience with customer relationship management (CRM) systems, Cybersecurity,2022-11-23 02:02:14,2002-11-21 19:24:56,Certificate in Automotive Technology,2023-04-23 18:41:58,,
158,804886,Paola,Acerbi,Knowledge of financial principles and practices, Sales Operations,2018-01-12 15:32:44,1994-07-01 22:19:32,,,,
159,930554,Giulio,Morlacchi,Experience with customer experience (CX) design and optimization, Marketing,2018-11-09 20:45:47,1999-08-17 04:59:49,,,,
160,384986,Emma,Cabibbo,Strong decision-making abilities, Sales Operations,2020-10-02 14:10:27,2002-04-26 23:09:24,Diploma in Business Administration,2022-11-20 14:27:27,,
161,69594,Lucio,Luzi,Bachelor's degree in a relevant field, Learning and Development,2016-02-27 07:18:37,2002-12-15 16:03:45,,,,
162,790043,Matteo,Bova,Strong written and verbal communication skills, Sales Operations,2020-08-16 16:06:58,1996-03-11 10:50:41,,,,
163,547,Benedetto,Cipolla,Knowledge of regulatory requirements and compliance, Training and Education,2019-11-30 13:27:55,2002-01-09 22:00:37,Doctor of Philosophy (PhD),2023-01-26 16:16:19,,
164,654233,Piersanti,Ostinelli,Ability to develop and maintain vendor relationships, Cybersecurity,2016-07-24 00:51:18,1999-09-26 22:33:55,,,,
165,871116,Ninetta,Parini,Strong understanding of data governance principles, Business Analytics,2022-11-19 06:04:41,1998-10-30 19:05:48,Associate of Education (AEd),2020-11-22 13:17:47,,
166,446105,Maria,Gibilisco,Experience with ERP systems and implementation, Cybersecurity,2019-08-07 10:55:30,1995-08-24 12:29:13,,,,
167,24036,Rembrandt,Cimini,Experience with process mapping and workflow analysis, Business Analytics,2022-11-13 16:25:38,2001-12-19 17:52:32,,,,
168,442631,Ninetta,Marino,Experience with data governance and compliance frameworks, Cybersecurity,2016-02-17 12:54:49,2000-09-12 21:36:26,Doctor of Dental Surgery (DDS),2023-07-12 15:01:46,,
169,721765,Bianca,Ferragni,Strong understanding of data governance principles, Business Analytics,2016-11-16 15:23:45,1998-01-22 07:08:09,Certificate in Human Resources Management,2022-08-26 06:15:45,,
170,421310,Puccio,Galeati,Strong understanding of data governance principles, Customer Service,2022-03-25 02:44:38,1998-09-15 20:24:27,,,,
171,633292,Goffredo,Michelangeli,Knowledge of social media platforms and marketing techniques, Sales Operations,2017-07-31 21:00:43,1995-01-31 08:44:59,,,,
